,full address,NPI,Site Name,Address,Room/Suite,Town/City,CountyFIPS,County Name,State,Zip Code,Latitude,Longitude,Area code,Phone number,Designated Service,License Number/Facility Operating Certificate,PFI,Medicaid Provider Identification Number,Commercial Provider Indicator,Medicaid Provider Indicator,CHP Indicator,HARP Indicator,Medicaid Advantage Indicator,Partial CAPS Indicator,MAP Indicator,PACE Indicator,FIDA Indicator,FIDAIDD Indicator,HIVSNP Indicator=,SIP-PL Indicator,NYSOH Standard Essential Health Plan (EP) Indicator/Basic Health Program Indicator,NYSOH EP Plus Adult Vision/Dental Indicator/Basic Health Program Adult Indicator,Commercial Non-MCO Medical Indicator 1,Commercial Non-MCO Medical Indicator 2,Commercial Non-MCO Medical Indicator 3,Commercial Non-MCO Medical Indicator 4,Commercial Non-MCO Medical Indicator 5,Commercial Non-MCO Medical Indicator 6,Commercial Non-MCO Medical Indicator 7,Commercial Non-MCO Medical Indicator 8,Service 1,Service 2,Service 3,Service 4,Service 5,Service 6,Service 7,Service 8,Service 9,Service 10,Service 11,Service 12,Service 13,Service 14,Service 15,Service 16,Service 17,Service 18,Service 19,Service 20,Service 21,Service 22,Service 23,Service 24,Service 25,NYSoH Medical Network Indicator 1,NYSoH Medical Network Indicator 2,NYSoH Medical Network Indicator 3,NYSoH Medical Network Indicator 4,NYSoH Medical Network Indicator 5,NYSoH Medical Network Indicator 6,NYSoH Medical Network Indicator 7,NYSoH Medical Network Indicator 8,NYSoH Medical Network Indicator 9,Servicing County 1,Servicing County 2,Servicing County 3,Servicing County 4,Servicing County 5,OASAS Program Reporting Unit Number,OASAS Provider Number,OMH ID,Plan Name,Provider Network Data System Identification Number,Quarter/Year,geometry,type
746,"6823 FRESH POND RD, RIDGEWOOD, NY 11385",1568534766,AMB MEDICAL SERVICES,6823 FRESH POND RD,,RIDGEWOOD,36081,Queens,NY,11385,40.704829,-73.895911,718,4972322,823,,,3298964,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (308796.4828939794 59765.930632388125),NPI-2
747,"6852 FRESH POND RD, RIDGEWOOD, NY 11385",1568534766,AMB MEDICAL SERVICES,6852 FRESH POND RD,,RIDGEWOOD,36081,Queens,NY,11385,40.703773,-73.895803,718,4972322,823,,,3298964,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (308805.7495397006 59648.67475468125),NPI-2
748,"6906 18TH AVE, BROOKLYN, NY 11204",1265852800,BENSONHURST URGENT CARE,6906 18TH AVE,,BROOKLYN,36047,Kings,NY,11204,40.616783,-73.99278,718,6215933,823,0,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (300610.96685908304 49983.4153044174),NPI-2
750,"6940 MAIN ST, FLUSHING, NY 11367",1013252055,HEWLETT URGENT CARE PLLC,6940 MAIN ST,,FLUSHING,36081,Queens,NY,11367,40.73016,-73.823803,516,4874368,823,0,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (314884.6184008556 62588.6492932379),NPI-2
751,"698 MANHATTAN AVE STE 2, BROOKLYN, NY 11222",1659444032,PEDIATRIC URGENT CARE,698 MANHATTAN AVE,STE 2,BROOKLYN,36047,Kings,NY,11222,40.725361,-73.951509,718,3897337,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (304096.6652314261 62041.87386015485),NPI-2
754,"699 92ND ST, BROOKLYN, NY 11228",1205868528,SUNY DOWNSTATE MED CENTER,699 92ND ST,,BROOKLYN,36047,Kings,NY,11228,40.615092,-74.023469,718,8265056,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (298013.9878336159 49795.87139775821),NPI-2
755,"7 W 51ST ST FL 4, NEW YORK, NY 10019",1043224355,KINGS COUNTY HOSPITAL-PROF FEE,7 W 51ST ST,FL 4,NEW YORK,36061,New York,NY,10019,40.759588,-73.977364,212,6292000,914,267217,,246117,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (301911.36055074167 65841.84526239222),NPI-2
756,"70 CLARKSON AVE STE G, BROOKLYN, NY 11226",1205868528,SUNY DOWNSTATE MED CENTER,70 CLARKSON AVE,STE G,BROOKLYN,36047,Kings,NY,11226,40.654838,-73.95737,718,2707207,914,,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (303605.3318659332 54210.17935132788),NPI-2
757,"70 LEE AVE FL 2, BROOKLYN, NY 11211",1184066698,UNION MEDICAL CARE PLLC,70 LEE AVE,FL 2,BROOKLYN,36047,Kings,NY,11211,40.705502,-73.959927,718,4088877,823,0,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Empire Healthchoice Assurance, Inc",100,Quarter 1 2021,POINT (303386.4965659684 59836.20431858227),NPI-2
758,"7001 AMBOY RD, STATEN ISLAND, NY 10307",1285975797,PRO-HEALTH URGENT CARE,7001 AMBOY RD,,STATEN ISLAND,36085,Richmond,NY,10307,40.515868,-74.23372,347,8386991,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Cigna,140,Quarter 1 2021,POINT (280192.59728952165 38803.565615558204),NPI-2
759,"7020 AUSTIN ST, FOREST HILLS, NY 11375",1073645180,PM PEDIATRICS,7020 AUSTIN ST,,FOREST HILLS,36081,Queens,NY,11375,40.72058,-73.846368,718,2684767,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Consolidated Health Plans: Cigna,168,Quarter 1 2021,POINT (312980.2582511083 61521.215315644076),NPI-2
760,"704 BRIGHTON BEACH AVE, BROOKLYN, NY 11235",1386132470,CITYMD URGENT CARE,704 BRIGHTON BEACH AVE,,BROOKLYN,36047,Kings,NY,11235,40.577638,-73.960336,718,5719291,914,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,913,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,New York Student Health Plan,221,Quarter 1 2021,POINT (303358.3847048934 45637.22931421628),NPI-2
761,"7049 AUSTIN ST City Medical of Fore, FOREST HILLS, NY 11375",1366869679,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",7049 AUSTIN ST,City Medical of Fore,FOREST HILLS,36081,Queens,NY,11375,40.72055,-73.845443,718,2801245,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (313058.41674795694 61518.02148578098),NPI-2
763,"711 3RD AVE, NEW YORK, NY 10017",1083814974,TAKE CARE MED HLTH NY PC,711 3RD AVE,,NEW YORK,36061,New York,NY,10017,40.752331,-73.973104,888,5356963,823,,999999,88888888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (302271.3224767492 65036.068275471735),NPI-2
765,"715 9TH AVE STE A, NEW YORK, NY 10019",1336426667,STATCARE URGENT & WALKIN MED,715 9TH AVE,STE A,NEW YORK,36061,New York,NY,10019,40.762728,-73.989702,516,9381550,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (300869.49874499347 66190.34050408505),NPI-2
768,"7302 ROOSEVELT AVE City Medical of Jack, JACKSON HEIGHTS, NY 11372",1255742342,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",7302 ROOSEVELT AVE,City Medical of Jack,JACKSON HEIGHTS,36081,Queens,NY,11372,40.746649,-73.892123,718,4752351,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (309110.87933377933 64410.36116105233),NPI-2
770,"7315 NORTHERN BLVD, JACKSON HEIGHTS, NY 11372",1013960962,NYHMCQ EMERGENCY PRACTICE PLAN,7315 NORTHERN BLVD,,JACKSON HEIGHTS,36081,Queens,NY,11372,40.754922,-73.893281,718,4242788,914,,,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (309011.9589829269 65328.94587739575),NPI-2
771,"7322 5TH AVE, BROOKLYN, NY 11209",1285290775,CROSS ISLAND MEDICAL LLC,7322 5TH AVE,,BROOKLYN,36047,Kings,NY,11209,40.630812,-74.022295,718,6739005,823,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (298113.7759241675 51541.506119117505),NPI-2
772,"735 BEDFORD AVE, BROOKLYN, NY 11205",1205105004,BP IMMEDIATE MEDICAL CARE,735 BEDFORD AVE,,BROOKLYN,36047,Kings,NY,11205,40.698722,-73.956797,718,9722424,823,0,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Empire Healthchoice Assurance, Inc",100,Quarter 1 2021,POINT (303651.38082883507 59083.42419175063),NPI-2
773,"7401 MYRTLE AVE, RIDGEWOOD, NY 11385",1568534766,AMB MEDICAL SERVICES,7401 MYRTLE AVE,,RIDGEWOOD,36081,Queens,NY,11385,40.702608,-73.874299,718,8215500,823,,,3298964,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (310623.25274650654 59521.69201473065),NPI-2
774,"7425 GRAND AVE City Medical of Masp, ELMHURST, NY 11373",1790080430,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",7425 GRAND AVE,City Medical of Masp,ELMHURST,36081,Queens,NY,11373,40.73034,-73.887573,718,8032273,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (309497.48235656205 62599.75419004523),NPI-2
776,"752 SAINT NICHOLAS AVE, NEW YORK, NY 10031",1154976876,BN MEDICINE PC DBA ZOOM CARE 365,752 SAINT NICHOLAS AVE,,NEW YORK,36061,New York,NY,10031,40.825742,-73.943312,646,7945277,823,,,99999999,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Affinity Health Plan, Inc.",6,Quarter 1 2021,POINT (304781.9559476299 73189.49715026071),NPI-2
777,"76 BELMONT AVE, BROOKLYN, NY 11212",1619373214,AI MED URGENT CARE PLLC,76 BELMONT AVE,,BROOKLYN,36047,Kings,NY,11212,40.668726,-73.907435,718,3956444,823,0,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Empire Healthchoice Assurance, Inc",100,Quarter 1 2021,POINT (307826.8389717822 55755.675667755946),NPI-2
778,"760 BROADWAY, BROOKLYN, NY 11206",1043224355,KINGS COUNTY HOSPITAL-PROF FEE,760 BROADWAY,,BROOKLYN,36047,Kings,NY,11206,40.70041,-73.941677,718,3885889,914,267217,1692,246117,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,50911,85180,9999999999,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (304929.1547090091 59271.61633589259),NPI-2
779,"760 PARKSIDE AVE, BROOKLYN, NY 11226",1205868528,SUNY DOWNSTATE MED CENTER,760 PARKSIDE AVE,,BROOKLYN,36047,Kings,NY,11226,40.656246,-73.948118,718,2827234,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (304387.70596642885 54366.95813632809),NPI-2
780,"765 E 87TH ST, BROOKLYN, NY 11236",1184066698,UNION MEDICAL CARE,765 E 87TH ST,,BROOKLYN,36047,Kings,NY,11236,40.63907,-73.908224,718,5754974,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (307763.5796919313 52462.38362505373),NPI-2
781,"780 E TREMONT AVE, BRONX, NY 10460",1932708773,CITY MED OF UPPER E SIDE,780 E TREMONT AVE,,BRONX,36005,Bronx,NY,10460,40.843983,-73.888559,646,5188248,823,0,,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (309398.1266004483 75219.59885349714),NPI-2
782,"7801 MYRTLE AVE, RIDGEWOOD, NY 11385",1275978967,FIRSTCARE,7801 MYRTLE AVE,,RIDGEWOOD,36081,Queens,NY,11385,40.702858,-73.871322,718,3868300,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (310874.8045398524 59549.81978885445),NPI-2
783,"7823 METROPOLITAN AVE, MIDDLE VILLAGE, NY 11379",1245243997,COR CARE,7823 METROPOLITAN AVE,,MIDDLE VILLAGE,36081,Queens,NY,11379,40.713314,-73.874675,718,3262044,823,99999999,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (310589.77389631805 60710.52691962924),NPI-2
785,"7901 BROADWAY H1309796, ELMHURST, NY 11373",1063426377,ELMHURST HOSPITAL CENTER,7901 BROADWAY H1309796,,ELMHURST,36081,Queens,NY,11373,40.745104,-73.875059,718,3344900,11,7003000H,1626,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,899,20,80,92,160,161,200,201,300,301,302,303,355,408,599,640,650,652,653,670,901,906,911,913,993,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (310552.2871894514 64240.70835208902),NPI-2
788,"795 MANHATTAN AVE City Medical of Gree, BROOKLYN, NY 11222",1588020598,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",795 MANHATTAN AVE,City Medical of Gree,BROOKLYN,36047,Kings,NY,11222,40.72764,-73.953186,718,4893549,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (303954.8509642045 62294.876054383705),NPI-2
791,"8 PARK AVE, NEW YORK, NY 10016",1831549559,NYU MANHATTAN URGENT CARE,8 PARK AVE,,NEW YORK,36061,New York,NY,10016,40.747078,-73.981685,212,2637419,823,99999999,,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Centerlight Healthcare,20,Quarter 1 2021,POINT (301546.7863620284 64452.541463312),NPI-2
792,"80 W 125TH ST City Medical of Harl, NEW YORK, NY 10027",1609263219,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",80 W 125TH ST,City Medical of Harl,NEW YORK,36061,New York,NY,10027,40.807509,-73.945213,212,9130820,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (304622.86171920324 71164.62793657949),NPI-2
794,"800 VAN SICLEN AVE, BROOKLYN, NY 11207",1710105200,QUEENS HOSPITAL CENTER,800 VAN SICLEN AVE,,BROOKLYN,36047,Kings,NY,11207,40.66013,-73.885577,718,2724106,914,7003007H,,2997024,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,776,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (309676.292183708 54803.29913528658),NPI-2
795,"8002 KEW GARDENS RD Ste 701, KEW GARDENS, NY 11415",1831510510,URGENT CLINICS MEDICAL CARE THE WOODLAND,8002 KEW GARDENS RD,Ste 701,KEW GARDENS,36081,Queens,NY,11415,40.713582,-73.8306,713,5706808,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (314313.98908093566 60746.559689883274),NPI-2
796,"801 AMSTERDAM AVE, NEW YORK, NY 10025",1124347182,RYAN-WOMEN & CHILDREN'S HEALTH CENTER,801 AMSTERDAM AVE,,NEW YORK,36061,New York,NY,10025,40.796068,-73.968694,212,7491820,823,7002243R,1529,3485765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (302642.00720217766 69893.13562842998),NPI-2
797,"8010 NORTHERN BLVD, JACKSON HEIGHTS, NY 11372",1336426667,STATCARE URG WALK IN PLLC,8010 NORTHERN BLVD,,JACKSON HEIGHTS,36081,Queens,NY,11372,40.755249,-73.886509,855,9367362,823,99999999,999999,4164072,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Healthfirst Health Plan, Inc. / Healthfirst PHSP, Inc.",52,Quarter 1 2021,POINT (309583.77927395736 65365.97838490777),NPI-2
798,"80TH ST & 41ST AVE, ELMHURST, NY 11373",1023024882,NORTH CENTRAL BRONX HOSPITAL,80TH ST & 41ST AVE,,ELMHURST,36081,Queens,NY,11373,40.745793,-73.885481,718,3343900,914,31339,1626,246171,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (309671.9627595136 64316.01643623474),NPI-2
799,"812 FOREST AVE, STATEN ISLAND, NY 10310",1588208805,CITY MED OF UPPER E SIDE,812 FOREST AVE,,STATEN ISLAND,36085,Richmond,NY,10310,40.6288,-74.116383,718,5719196,823,0,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (290153.3519620361 51324.36770596827),NPI-2
801,"820 SAINT ANNS AVE, BRONX, NY 10456",1295001576,COMMUNITY URGENT CARE,820 SAINT ANNS AVE,,BRONX,36005,Bronx,NY,10456,40.82102,-73.909802,347,2845335,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (307609.2685975298 72667.49584994867),NPI-2
802,"8202 KEW GARDENS RD, KEW GARDENS, NY 11415",1073648705,HEMPSTEAD MAIN MEDICAL CENTER,8202 KEW GARDENS RD,,KEW GARDENS,36081,Queens,NY,11415,40.711307,-73.828757,516,4896600,823,,,2645169,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (314470.21327530756 60494.22859000084),NPI-2
803,"8212 151ST AVE, HOWARD BEACH, NY 11414",1154584936,WE CARE WALK-IN MEDICAL SVC,8212 151ST AVE,,HOWARD BEACH,36081,Queens,NY,11414,40.667487,-73.852313,718,8435100,823,99999999,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (312487.91559020407 55624.48967262532),NPI-2
